SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,MultipleLines_No phone service,MultipleLines_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_Male,CLV,MonthlyCost_ratio,tenure_years,is_high_value,is_new_customer,is_long_term
0,1,0,34,1,1,100.05,3480.0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,3401.7,0.02874174087905774,2.8333333333333335,0,0,0
0,0,0,52,1,0,91.25,4738.3,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,4745.0,0.019253898255016562,4.333333333333333,1,0,1
1,1,1,72,1,1,115.75,8399.15,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,8334.0,0.013779515841979013,6.0,1,0,1
0,1,1,58,1,1,94.7,5430.35,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,5492.6,0.017435812459149196,4.833333333333333,1,0,1
0,1,1,35,1,0,19.6,686.95,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,686.0,0.02849044261937641,2.9166666666666665,0,0,0
1,0,0,56,1,1,99.9,5706.3,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,5594.400000000001,0.017503898515935732,4.666666666666667,1,0,1
0,1,1,24,1,1,21.1,490.65,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,506.40000000000003,0.04291670904098444,2.0,0,0,0
0,1,1,70,1,0,20.05,1360.25,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,1403.5,0.01472910927456382,5.833333333333333,0,0,1
0,0,0,2,1,1,79.95,174.45,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,159.9,0.4556853804502708,0.16666666666666666,0,1,0
1,1,1,68,1,1,107.15,7379.8,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,7286.200000000001,0.014517396488185563,5.666666666666667,1,0,1
0,0,0,1,1,1,85.0,85.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,85.0,0.9883720930232558,0.08333333333333333,0,1,0
0,0,0,12,1,1,89.55,1021.75,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,1074.6,0.08755805426546076,1.0,0,0,0
0,1,0,63,1,1,81.55,5029.05,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5137.65,0.016212562499378733,5.25,1,0,1
0,1,1,33,1,1,58.45,1955.4,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1928.8500000000001,0.029876303414434677,2.75,0,0,0
0,1,0,69,1,1,95.65,6744.2,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,6599.85,0.014180454248947401,5.75,1,0,1
0,1,1,60,1,1,80.6,4946.7,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,4836.0,0.016290397558461508,5.0,1,0,1
0,1,1,72,1,1,113.1,8248.5,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,8143.2,0.013709921813443238,6.0,1,0,1
0,0,0,11,1,1,58.95,601.6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,648.45,0.09782608695652174,0.9166666666666666,0,0,0
0,0,0,1,1,0,19.55,19.55,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,19.55,0.9513381995133819,0.08333333333333333,0,1,0
0,0,0,10,1,1,86.05,834.1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,860.5,0.1030415519099509,0.8333333333333334,0,0,0
0,0,0,13,0,1,45.55,597.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,592.15,0.0761705685618729,1.0833333333333333,0,0,0
0,1,1,34,1,1,78.95,2647.2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,2684.3,0.029812702968053776,2.8333333333333335,0,0,0
0,1,1,39,1,1,86.3,3266.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3365.7,0.026415671870217323,3.25,0,0,1
0,0,0,65,1,1,105.05,6744.25,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,6828.25,0.01557392238982988,5.416666666666667,1,0,1
1,1,0,50,1,1,101.9,5265.5,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,5095.0,0.01934871356688503,4.166666666666667,1,0,1
0,0,0,15,1,0,19.75,311.6,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,296.25,0.06317978246960972,1.25,0,0,0
0,1,1,72,1,1,110.3,7966.9,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,7941.599999999999,0.013843045218941,6.0,1,0,1
0,1,1,72,1,1,115.6,8220.4,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,8323.199999999999,0.014060865546014061,6.0,1,0,1
0,1,1,55,1,0,19.35,1153.25,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,1064.25,0.01676413255360624,4.583333333333333,0,0,1
0,1,1,23,1,1,25.6,514.75,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,588.8000000000001,0.04963645176926806,1.9166666666666667,0,0,0
0,0,0,32,1,1,80.35,2596.15,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2571.2,0.030937758697033284,2.6666666666666665,0,0,0
0,1,1,56,1,1,68.75,3808.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,3850.0,0.01804935678655815,4.666666666666667,1,0,1
0,0,0,1,1,0,19.9,19.9,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,19.9,0.9521531100478469,0.08333333333333333,0,1,0
0,0,0,38,1,0,70.6,2708.2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,2682.7999999999997,0.026059353314631627,3.1666666666666665,0,0,1
0,0,0,11,1,0,70.2,760.05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,772.2,0.0922409828526378,0.9166666666666666,0,0,0
0,0,0,1,1,1,49.3,49.3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,49.3,0.9801192842942346,0.08333333333333333,0,1,0
0,1,0,56,1,1,107.25,6033.3,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,6006.0,0.017773395422832804,4.666666666666667,1,0,1
0,1,0,3,1,1,23.6,89.05,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,70.80000000000001,0.26207662409772353,0.25,0,1,0
0,1,1,7,1,0,69.7,516.15,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,487.90000000000003,0.13477714396209997,0.5833333333333334,0,0,0
0,1,1,59,1,1,99.5,5861.75,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,5870.5,0.016971557716088867,4.916666666666667,1,0,1
0,0,0,7,1,0,64.3,445.95,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,450.09999999999997,0.14386396688667635,0.5833333333333334,0,0,0
0,1,1,71,1,1,70.85,4973.4,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,5030.349999999999,0.014242923769700868,5.916666666666667,1,0,1
0,1,1,15,1,0,101.9,1667.25,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,1528.5,0.061081972126479846,1.25,0,0,0
0,1,0,71,1,0,73.5,5357.75,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,5218.5,0.01371588523442967,5.916666666666667,1,0,1
0,0,0,35,1,1,100.25,3527.6,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,3508.75,0.02841070112792609,2.9166666666666665,0,0,0
0,0,0,11,0,1,40.4,422.6,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,444.4,0.09537299338999054,0.9166666666666666,0,0,0
0,1,1,60,1,1,19.25,1103.25,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,1155.0,0.017432646592709985,5.0,0,0,1
1,0,0,47,1,0,59.6,2754.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,2801.2000000000003,0.02163339382940109,3.9166666666666665,0,0,1
0,0,0,11,1,0,64.9,697.25,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,713.9000000000001,0.0929466523451486,0.9166666666666666,0,0,0
0,1,0,56,1,0,100.3,5614.45,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,5616.8,0.01786143585999341,4.666666666666667,1,0,1
1,1,0,28,1,1,110.85,3204.4,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,3103.7999999999997,0.03458226742372247,2.3333333333333335,0,0,0
0,1,0,61,1,1,81.05,4747.65,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,4944.05,0.017068008802501766,5.083333333333333,1,0,1
0,1,1,31,1,0,98.05,3082.1,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,3039.5499999999997,0.03180240666861276,2.5833333333333335,0,0,0
0,0,0,9,1,1,70.5,597.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,634.5,0.11771581232259143,0.75,0,0,0
1,1,0,35,1,1,94.55,3365.4,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,3309.25,0.028086383079847906,2.9166666666666665,0,0,0
0,0,0,2,1,1,19.65,38.8,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,39.3,0.4937185929648241,0.16666666666666666,0,1,0
0,1,1,12,1,0,19.0,233.55,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,228.0,0.08100618205073545,1.0,0,0,0
0,0,0,1,1,0,75.3,75.3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,75.3,0.9868938401048493,0.08333333333333333,0,1,0
1,0,0,4,1,1,89.2,346.2,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,356.8,0.2569124423963134,0.3333333333333333,0,1,0
0,1,1,1,1,1,19.0,19.0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,19.0,0.95,0.08333333333333333,0,1,0
0,0,0,3,1,1,20.0,61.7,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,60.0,0.31897926634768736,0.25,0,1,0
1,0,0,1,1,1,85.7,85.7,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,85.7,0.9884659746251442,0.08333333333333333,0,1,0
0,0,0,52,1,1,63.25,3342.45,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,3289.0,0.018917585129133083,4.333333333333333,0,0,1
0,1,1,5,1,0,20.1,85.1,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,100.5,0.2334494773519164,0.4166666666666667,0,1,0
0,1,0,72,1,1,99.15,7422.1,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,7138.8,0.013356953294445717,6.0,1,0,1
0,1,1,71,1,0,90.4,6668.05,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,6418.400000000001,0.013555154032433405,5.916666666666667,1,0,1
0,1,0,72,1,1,111.9,8071.05,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,8056.8,0.013862649512825119,6.0,1,0,1
0,1,1,46,1,0,24.9,1174.8,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,1145.3999999999999,0.021177070930430347,3.8333333333333335,0,0,1
0,1,1,63,1,0,83.5,5435.0,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,5260.5,0.01536055923473142,5.25,1,0,1
0,0,0,30,1,1,84.3,2438.6,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2529.0,0.03455484505656665,2.5,0,0,0
0,0,0,1,1,0,45.6,45.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,45.6,0.9785407725321889,0.08333333333333333,0,1,0
0,0,0,12,1,1,61.65,713.75,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,739.8,0.08625393494228752,1.0,0,0,0
0,0,0,16,0,0,54.85,916.15,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,877.6,0.05980483018045031,1.3333333333333333,0,0,0
0,0,0,4,1,0,65.55,237.2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,262.2,0.2751889168765743,0.3333333333333333,0,1,0
0,1,0,51,1,1,90.35,4614.55,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,4607.849999999999,0.019575131891107232,4.25,1,0,1
0,1,0,65,1,1,20.4,1414.45,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,1326.0,0.014412377689074144,5.416666666666667,0,0,1
0,0,0,16,1,1,74.55,1170.5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1192.8,0.06363636363636363,1.3333333333333333,0,0,0
0,0,0,2,1,0,19.95,47.7,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,39.9,0.4096509240246406,0.16666666666666666,0,1,0
0,1,1,66,1,1,74.25,4859.25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4900.5,0.01527699192428373,5.5,1,0,1
0,0,0,46,1,0,108.65,4903.2,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,4997.900000000001,0.022154479833612007,3.8333333333333335,1,0,1
0,0,0,32,1,1,109.55,3608.0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,3505.6,0.03035466888334719,2.6666666666666665,0,0,0
0,1,0,72,1,0,86.65,6094.25,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,6238.8,0.014215987859398713,6.0,1,0,1
0,1,1,38,1,0,81.0,3084.9,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,3078.0,0.0262484202339674,3.1666666666666665,0,0,1
0,0,1,51,1,0,47.85,2356.75,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,2440.35,0.020294772558583397,4.25,0,0,1
0,1,1,72,1,0,114.55,8306.05,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,8247.6,0.013789492057950778,6.0,1,0,1
1,1,0,65,1,0,105.25,6786.4,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,6841.25,0.015506674131478918,5.416666666666667,1,0,1
0,1,1,9,0,1,29.95,248.95,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,269.55,0.11982396479295859,0.75,0,0,0
0,1,1,9,1,0,65.0,663.05,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,585.0,0.0978841954672088,0.75,0,0,0
0,0,1,66,1,0,20.55,1357.1,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,1356.3,0.015131433620499228,5.5,0,0,1
1,0,0,44,1,1,109.8,4860.35,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,4831.2,0.02258631861519948,3.6666666666666665,1,0,1
0,0,0,50,1,0,69.5,3418.2,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,3475.0,0.020326392138511933,4.166666666666667,0,0,1
0,0,0,15,1,0,48.85,631.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,732.75,0.07724541429475017,1.25,0,0,0
0,0,0,8,0,1,25.25,186.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,202.0,0.13481046449546183,0.6666666666666666,0,0,0
1,0,0,66,1,1,102.85,6976.75,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,6788.099999999999,0.014739708358711618,5.5,1,0,1
0,0,0,57,1,1,87.55,4884.85,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4990.349999999999,0.017919092890694554,4.75,1,0,1
0,0,0,7,1,1,78.55,522.95,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,549.85,0.14991888538982726,0.5833333333333334,0,0,0
1,1,1,10,0,1,34.55,362.6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,345.5,0.09502200220022,0.8333333333333334,0,0,0
0,0,0,62,1,1,92.05,5755.8,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,5707.099999999999,0.015989785992217898,5.166666666666667,1,0,1
0,1,1,40,1,1,85.05,3355.65,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,3402.0,0.025337762352345344,3.3333333333333335,0,0,1
0,0,0,20,1,0,19.7,406.95,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,394.0,0.048290231646035055,1.6666666666666667,0,0,0
0,0,0,7,1,0,20.0,137.6,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,140.0,0.14430014430014432,0.5833333333333334,0,0,0
0,1,0,25,1,1,95.15,2395.7,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,2378.75,0.0397004214127759,2.0833333333333335,0,0,0
0,1,0,23,1,0,84.25,1968.1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,1937.75,0.042786044385759996,1.9166666666666667,0,0,0
1,1,0,66,1,0,104.6,6819.45,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,6903.599999999999,0.015336231480327544,5.5,1,0,1
1,0,0,72,1,0,111.65,7943.45,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,8038.8,0.014053836325988583,6.0,1,0,1
1,1,0,49,1,0,90.05,4547.25,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,4412.45,0.019798823723410103,4.083333333333333,1,0,1
1,1,1,43,1,1,110.75,4687.9,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,4762.25,0.023619612275800297,3.5833333333333335,1,0,1
0,1,0,46,1,0,55.0,2473.95,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2530.0,0.022222671165074044,3.8333333333333335,0,0,1
0,1,1,72,1,0,89.85,6562.9,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,6469.2,0.013688508356312558,6.0,1,0,1
0,0,0,10,1,0,20.35,176.3,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,203.5,0.11477721376198534,0.8333333333333334,0,0,0
0,0,0,40,0,1,54.55,2236.2,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,2182.0,0.02438315751832648,3.3333333333333335,0,0,1
0,1,1,65,1,1,105.5,6985.65,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,6857.5,0.0151002268612282,5.416666666666667,1,0,1
0,0,0,31,1,0,99.45,3109.9,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,3082.9500000000003,0.03196824070204764,2.5833333333333335,0,0,0
0,1,0,68,1,0,70.9,4911.35,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,4821.200000000001,0.014433010677170805,5.666666666666667,1,0,1
1,1,1,56,1,1,104.55,5794.65,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,5854.8,0.018039391612675024,4.666666666666667,1,0,1
0,1,0,10,1,1,85.25,855.3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,852.5,0.09955623029312158,0.8333333333333334,0,0,0
0,1,1,68,1,0,25.4,1620.2,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,1727.1999999999998,0.015667406859116703,5.666666666666667,0,0,1
0,1,1,43,1,0,56.15,2499.3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2414.45,0.02245730512338519,3.5833333333333335,0,0,1
0,0,0,1,1,1,89.55,89.55,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,89.55,0.9889563776918829,0.08333333333333333,0,1,0
1,0,0,49,1,1,89.85,4287.2,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,4402.65,0.020952847348537848,4.083333333333333,1,0,1
0,1,1,15,1,1,25.25,394.85,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,378.75,0.06378678792471895,1.25,0,0,0
1,1,0,20,1,1,94.55,1899.65,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,1891.0,0.049746139478599426,1.6666666666666667,0,0,0
0,0,0,1,1,1,45.7,45.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,45.7,0.9785867237687366,0.08333333333333333,0,1,0
0,1,1,50,1,1,69.65,3442.15,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,3482.5000000000005,0.020228569768961563,4.166666666666667,0,0,1
1,0,0,2,1,0,89.5,161.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,179.0,0.5507692307692308,0.16666666666666666,0,1,0
1,0,0,24,1,0,70.0,1732.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1680.0,0.04037840332256576,2.0,0,0,0
0,0,0,3,1,1,69.55,222.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,208.64999999999998,0.3114643976712942,0.25,0,1,0
0,0,0,1,1,1,74.6,74.6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,74.6,0.9867724867724867,0.08333333333333333,0,1,0
0,1,1,35,1,0,20.1,655.3,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,703.5,0.03062623800091422,2.9166666666666665,0,0,0
0,0,0,17,1,0,24.8,475.25,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,421.6,0.052073490813648295,1.4166666666666667,0,0,0
1,0,0,8,1,0,19.65,164.3,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,157.2,0.1188747731397459,0.6666666666666666,0,0,0
0,0,0,10,1,1,95.1,865.1,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,951.0,0.10980256321440941,0.8333333333333334,0,0,0
0,1,1,68,1,1,88.85,6132.7,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,6041.799999999999,0.01448554705968665,5.666666666666667,1,0,1
0,1,0,45,1,0,78.8,3597.5,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,3546.0,0.02189801306099764,3.75,0,0,1
0,1,1,2,1,0,19.85,35.9,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,39.7,0.5379403794037941,0.16666666666666666,0,1,0
0,1,0,37,1,0,20.35,697.65,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,752.95,0.029127603234809993,3.0833333333333335,0,0,1
0,0,0,4,0,1,24.25,96.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,97.0,0.24987120041215868,0.3333333333333333,0,1,0
0,0,0,10,1,0,45.25,428.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,452.5,0.10530602746101932,0.8333333333333334,0,0,0
0,0,0,1,1,0,20.05,20.05,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,20.05,0.9524940617577197,0.08333333333333333,0,1,0
0,1,1,65,1,1,69.55,4459.15,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,4520.75,0.015593645953611426,5.416666666666667,1,0,1
0,1,1,57,1,0,19.5,1167.6,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,1111.5,0.01668663357864111,4.75,0,0,1
0,0,0,3,1,1,74.75,238.1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,224.25,0.31263069845253033,0.25,0,1,0
0,0,0,2,1,0,69.65,145.15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,139.3,0.47656517276770444,0.16666666666666666,0,1,0
0,0,0,49,0,1,30.2,1453.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1479.8,0.020768860463516954,4.083333333333333,0,0,1
0,0,0,4,1,0,45.65,191.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,182.6,0.23769851601145534,0.3333333333333333,0,1,0
0,1,0,70,0,0,57.8,4039.3,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,4046.0,0.014305868376110684,5.833333333333333,1,0,1
0,1,1,53,1,1,19.85,1039.45,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,1052.0500000000002,0.01907828343505214,4.416666666666667,0,0,1
0,1,1,53,1,0,25.55,1336.1,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,1354.15,0.01910851843541994,4.416666666666667,0,0,1
